group,variable,value
yoghurt,cream soda,0
yoghurt,herbes de provence,0
yoghurt,sirloin,0
yoghurt,port,0
yoghurt,balsamic vinegar,0
yoghurt,tahini,0
yoghurt,cayenne pepper,0
yoghurt,wine,0
yoghurt,pork belly,0
yoghurt,coffee liqueur,0
yoghurt,macaroni,0
yoghurt,salad,0
yoghurt,orange juice,0
yoghurt,pork loin,0
yoghurt,marsala wine,0
yoghurt,rice vinegar,0
yoghurt,walnut oil,0
yoghurt,bulgur wheat,0
yoghurt,vermouth,0
yoghurt,black beans,0
yoghurt,chicken stock,0
yoghurt,red cabbage,0
yoghurt,parsley,0
yoghurt,hazelnut oil,0
yoghurt,stew,0
yoghurt,sunflower oil,0
yoghurt,jam,0
yoghurt,croutons,0
yoghurt,oregano,0
yoghurt,french bread,0
yoghurt,chipotle,0
yoghurt,runner beans,0
yoghurt,gravy,0
yoghurt,allspice,0
yoghurt,peas,0
yoghurt,chilli paste,0
yoghurt,cod,0
yoghurt,beef ribs,0
yoghurt,clarified butter,0
yoghurt,preserves,0
yoghurt,spinach,0
yoghurt,sage,0
yoghurt,salsa,0
yoghurt,polenta,0
yoghurt,nori,0
yoghurt,curry paste,0
yoghurt,basil,0
yoghurt,grapefruit juice,0
yoghurt,potato wedges,0
yoghurt,coconut milk,0
yoghurt,pomegranate juice,0
yoghurt,green beans,0
yoghurt,herbs,0
yoghurt,ale,0
yoghurt,crisps,0
yoghurt,cocoa powder,0
yoghurt,iceberg lettuce,0
yoghurt,wild rice,0
yoghurt,ghee,0
yoghurt,vegetable oil,0
yoghurt,steak,0
yoghurt,rye flour,0
yoghurt,saffron,0
yoghurt,sushi rice,0
yoghurt,ketchup,0
yoghurt,lemon balm,0
yoghurt,fennel,0
yoghurt,thai basil,0
yoghurt,garam masala,0
yoghurt,bread,0
yoghurt,cheese,0
yoghurt,papaya,0
yoghurt,rhubarb,0
yoghurt,ciabatta,0
yoghurt,capers,0
yoghurt,curd cheese,0
yoghurt,turkey,0
yoghurt,lettuce,0
yoghurt,chard,0
yoghurt,vodka,0
yoghurt,tofu,0
yoghurt,jaggery,0
yoghurt,oatmeal,0
yoghurt,brussels sprouts,0
yoghurt,golden syrup,0
yoghurt,sumac,0
yoghurt,coffee,0
yoghurt,palm sugar,0
yoghurt,lemongrass,0
yoghurt,guacamole,0
yoghurt,brown sugar,0
yoghurt,pulled pork,0
yoghurt,spelt flour,0
yoghurt,beef stock,0
yoghurt,spices,0
yoghurt,worcestershire sauce,0
yoghurt,cola,0
yoghurt,clams,0
yoghurt,mixed nuts,0
yoghurt,raspberry jam,0
yoghurt,rock salt,0
yoghurt,radicchio,0
yoghurt,ham,0
yoghurt,bacon,0
yoghurt,brisket,0
yoghurt,fish,0
yoghurt,fish sauce,0
yoghurt,tamarind,0
yoghurt,rosewater,0
yoghurt,grapeseed oil,0
yoghurt,coconut oil,0
yoghurt,mirin,0
yoghurt,cake,0
yoghurt,chestnut mushrooms,0
yoghurt,beans,0
yoghurt,rosemary,0
yoghurt,cream of tartar,0
yoghurt,rice noodles,0
yoghurt,pork,0
yoghurt,brown rice,0
yoghurt,mascarpone,0
yoghurt,rice flour,0
yoghurt,cauliflower,0
yoghurt,beef,0
yoghurt,white wine,0
yoghurt,meat,0
yoghurt,pollock,0
yoghurt,savoy cabbage,0
yoghurt,grapefruit,0
yoghurt,olive oil,0
yoghurt,cannellini beans,0
yoghurt,soy sauce,0
yoghurt,kidney beans,0
yoghurt,chocolate truffle,0
yoghurt,mustard powder,0
yoghurt,soup,0
yoghurt,broth,0
yoghurt,tarragon,0
yoghurt,mung beans,0
yoghurt,tilapia,0
yoghurt,asparagus,0
yoghurt,yeast,0
yoghurt,mango chutney,0
yoghurt,demerara sugar,0
yoghurt,dumplings,0
yoghurt,icing,0
yoghurt,crackers,0
yoghurt,ground almonds,0
yoghurt,foie gras,0
yoghurt,butternut squash,0
yoghurt,liver,0
yoghurt,linguine,0
yoghurt,horseradish sauce,0
yoghurt,coriander seeds,0
yoghurt,monkfish,0
yoghurt,bamboo shoots,0
yoghurt,peanut butter,0
yoghurt,white pepper,0
yoghurt,gin,0
yoghurt,beansprouts,0
yoghurt,caraway seeds,0
yoghurt,pineapple juice,0
yoghurt,savory,0
yoghurt,broad beans,0
yoghurt,venison,0
yoghurt,smoked salmon,0
yoghurt,red wine,0
yoghurt,pastry,0
yoghurt,verjus,0
yoghurt,coffee granules,0
yoghurt,roast turkey,0
yoghurt,prosciutto,0
yoghurt,lemon curd,0
yoghurt,curly kale,0
yoghurt,white bread,0
yoghurt,corn syrup,0
yoghurt,cuttlefish,0
yoghurt,chervil,0
yoghurt,seasoning,0
yoghurt,salami,0
yoghurt,lentils,0
yoghurt,safflower oil,0
yoghurt,ice cream,0
yoghurt,mustard seeds,0
yoghurt,raisins,0
yoghurt,chocolate cake,0
yoghurt,margarine,0
yoghurt,gorgonzola,0
yoghurt,jelly,0
yoghurt,apricot jam,0
yoghurt,whipping cream,0
yoghurt,coleslaw,0
yoghurt,salad leaves,0
yoghurt,mango,0
yoghurt,pepper,0
yoghurt,watercress,0
yoghurt,beer,0
yoghurt,thyme,0
yoghurt,vegetable shortening,0
yoghurt,pork shoulder,0
yoghurt,turmeric,0
yoghurt,green lentil,0
yoghurt,cress,0
yoghurt,star anise,0
yoghurt,arborio rice,0
yoghurt,corn oil,0
yoghurt,grapes,0
yoghurt,pumpkin,0
yoghurt,coulis,0
yoghurt,brandy,0
yoghurt,strawberry jam,0
yoghurt,semolina,0
yoghurt,tequila,0
yoghurt,poppy seeds,0
yoghurt,double cream,0
yoghurt,dark chocolate,0
yoghurt,tangerine,0
yoghurt,baking powder,0
yoghurt,camembert,0
yoghurt,chopped tomatoes,0
yoghurt,vanilla essence,0
yoghurt,sea salt,0
yoghurt,ground ginger,0
yoghurt,red wine vinegar,0
yoghurt,bonito,0
yoghurt,lobster,0
yoghurt,flatbread,0
yoghurt,compote,0
yoghurt,milk chocolate,0
yoghurt,pak choi,0
yoghurt,lardons,0
yoghurt,caviar,0
yoghurt,condensed milk,0
yoghurt,marjoram,0
yoghurt,pork sausages,0
yoghurt,caster sugar,0
yoghurt,curry leaves,0
yoghurt,hollandaise sauce,0
yoghurt,turkey breast,0
dulce de leche,dulce de leche,4
dulce de leche,butter,2
dulce de leche,vanilla extract,2
dulce de leche,baking powder,2
dulce de leche,cream cheese,1
dulce de leche,cinnamon,1
dulce de leche,chocolate,1
dulce de leche,salt,1
dulce de leche,cream,1
dulce de leche,buttermilk,1
dulce de leche,sugar,1
dulce de leche,milk,1
dulce de leche,vegetable oil,1
dulce de leche,vodka,1
dulce de leche,coffee,1
dulce de leche,brown sugar,1
dulce de leche,chocolate truffle,1
dulce de leche,icing,1
dulce de leche,cherry tomatoes,0
dulce de leche,pancetta,0
dulce de leche,white chocolate,0
dulce de leche,champagne,0
dulce de leche,lager,0
dulce de leche,duck fat,0
dulce de leche,spring roll wrappers,0
dulce de leche,horseradish,0
dulce de leche,coriander,0
dulce de leche,fresh coriander,0
dulce de leche,squid,0
dulce de leche,gnocchi,0
dulce de leche,curry,0
dulce de leche,maple syrup,0
dulce de leche,avocado,0
dulce de leche,oats,0
dulce de leche,vegetable stock,0
dulce de leche,gouda,0
dulce de leche,roast beef,0
dulce de leche,capsicum,0
dulce de leche,pinto beans,0
dulce de leche,seafood,0
dulce de leche,biscuits,0
dulce de leche,paprika,0
dulce de leche,risotto rice,0
dulce de leche,nutmeg,0
dulce de leche,juniper berries,0
dulce de leche,salmon,0
dulce de leche,custard,0
dulce de leche,cottage cheese,0
dulce de leche,haddock,0
dulce de leche,fruit,0
dulce de leche,apple juice,0
dulce de leche,duck,0
dulce de leche,green cabbage,0
dulce de leche,long-grain rice,0
dulce de leche,oyster mushrooms,0
dulce de leche,zest,0
dulce de leche,mayonnaise,0
dulce de leche,gingerbread,0
dulce de leche,seaweed,0
dulce de leche,fontina cheese,0
dulce de leche,oyster sauce,0
dulce de leche,corned beef,0
dulce de leche,pastrami,0
dulce de leche,dijon mustard,0
dulce de leche,black sesame seeds,0
dulce de leche,lamb,0
dulce de leche,miso,0
dulce de leche,celery,0
dulce de leche,white wine vinegar,0
dulce de leche,syrup,0
dulce de leche,sesame oil,0
dulce de leche,sherry,0
dulce de leche,orange,0
dulce de leche,buckwheat,0
dulce de leche,rice,0
dulce de leche,chips,0
dulce de leche,crab,0
dulce de leche,watermelon,0
dulce de leche,mixed berries,0
dulce de leche,lemon,0
dulce de leche,halibut,0
dulce de leche,puff pastry,0
dulce de leche,almond extract,0
dulce de leche,hoisin sauce,0
dulce de leche,risotto,0
dulce de leche,brioche,0
dulce de leche,truffle oil,0
dulce de leche,curry powder,0
dulce de leche,cognac,0
dulce de leche,chicken,0
dulce de leche,fillet of beef,0
dulce de leche,fleur de sel,0
dulce de leche,rum,0
dulce de leche,rice wine,0
dulce de leche,mixed spice,0
dulce de leche,serrano ham,0
dulce de leche,dill,0
dulce de leche,split peas,0
dulce de leche,hummus,0
dulce de leche,millet flour,0
dulce de leche,sea bream,0
dulce de leche,pomegranate,0
dulce de leche,stock,0
dulce de leche,buns,0
dulce de leche,ginger,0
dulce de leche,chutney,0
dulce de leche,chinese cabbage,0
dulce de leche,swiss chard,0
dulce de leche,spring greens,0
dulce de leche,shellfish,0
dulce de leche,coconut cream,0
dulce de leche,sesame seeds,0
dulce de leche,stuffing,0
dulce de leche,pigeon peas,0
dulce de leche,sourdough bread,0
dulce de leche,cider,0
dulce de leche,nasturtium,0
dulce de leche,yoghurt,0
dulce de leche,bay leaf,0
dulce de leche,plain flour,0
dulce de leche,food colouring,0
dulce de leche,flour,0
dulce de leche,fusilli,0
dulce de leche,squash,0
dulce de leche,vegetables,0
dulce de leche,pea shoots,0
dulce de leche,pesto,0
dulce de leche,asafoetida,0
dulce de leche,ricotta,0
dulce de leche,noodles,0
dulce de leche,lime juice,0
dulce de leche,spaghetti squash,0
dulce de leche,cucumber,0
dulce de leche,mint,0
dulce de leche,pappardelle,0
dulce de leche,bicarbonate of soda,0
dulce de leche,pasta,0
dulce de leche,vermicelli,0
dulce de leche,quinoa,0
dulce de leche,evaporated milk,0
dulce de leche,vinegar,0
dulce de leche,pineapple,0
dulce de leche,rainbow chard,0
dulce de leche,root beer,0
dulce de leche,amaranth,0
dulce de leche,kale,0
dulce de leche,wholemeal bread,0
dulce de leche,lemon juice,0
dulce de leche,mustard,0
dulce de leche,rye bread,0
dulce de leche,peanuts,0
dulce de leche,blood orange,0
dulce de leche,dry sherry,0
dulce de leche,tomato juice,0
dulce de leche,cardamom,0
dulce de leche,pumpernickel bread,0
dulce de leche,chickpea flour,0
dulce de leche,molasses,0
dulce de leche,broccoli,0
dulce de leche,fennel seeds,0
dulce de leche,soda,0
dulce de leche,cabbage,0
dulce de leche,black pepper,0
dulce de leche,fat,0
dulce de leche,daikon,0
dulce de leche,soba noodles,0
dulce de leche,anise,0
dulce de leche,barbecue sauce,0
dulce de leche,anchovies,0
dulce de leche,peanut oil,0
dulce de leche,pepperoni,0
dulce de leche,lime,0
dulce de leche,mussels,0
dulce de leche,sherry vinegar,0
dulce de leche,coconut,0
dulce de leche,cranberry juice,0
dulce de leche,garlic,0
dulce de leche,wasabi,0
dulce de leche,spaghetti,0
dulce de leche,chorizo,0
dulce de leche,porcini,0
dulce de leche,cream soda,0
dulce de leche,herbes de provence,0
dulce de leche,sirloin,0
dulce de leche,port,0
dulce de leche,balsamic vinegar,0
dulce de leche,tahini,0
dulce de leche,cayenne pepper,0
dulce de leche,wine,0
dulce de leche,pork belly,0
dulce de leche,coffee liqueur,0
dulce de leche,macaroni,0
dulce de leche,salad,0
dulce de leche,orange juice,0
dulce de leche,pork loin,0
dulce de leche,marsala wine,0
dulce de leche,rice vinegar,0
dulce de leche,walnut oil,0
dulce de leche,bulgur wheat,0
dulce de leche,vermouth,0
dulce de leche,black beans,0
dulce de leche,chicken stock,0
dulce de leche,red cabbage,0
dulce de leche,parsley,0
dulce de leche,hazelnut oil,0
dulce de leche,stew,0
dulce de leche,sunflower oil,0
dulce de leche,jam,0
dulce de leche,croutons,0
dulce de leche,oregano,0
dulce de leche,cumin,0
dulce de leche,french bread,0
dulce de leche,chipotle,0
dulce de leche,runner beans,0
dulce de leche,gravy,0
dulce de leche,allspice,0
dulce de leche,peas,0
dulce de leche,chilli paste,0
dulce de leche,cod,0
dulce de leche,beef ribs,0
dulce de leche,clarified butter,0
dulce de leche,preserves,0
dulce de leche,spinach,0
dulce de leche,sage,0
dulce de leche,salsa,0
dulce de leche,polenta,0
dulce de leche,nori,0
dulce de leche,curry paste,0
dulce de leche,basil,0
dulce de leche,grapefruit juice,0
dulce de leche,potato wedges,0
dulce de leche,coconut milk,0
dulce de leche,pomegranate juice,0
dulce de leche,green beans,0
dulce de leche,herbs,0
dulce de leche,ale,0
dulce de leche,crisps,0
dulce de leche,cocoa powder,0
dulce de leche,iceberg lettuce,0
dulce de leche,wild rice,0
dulce de leche,ghee,0
dulce de leche,steak,0
dulce de leche,rye flour,0
dulce de leche,saffron,0
dulce de leche,sushi rice,0
dulce de leche,ketchup,0
dulce de leche,lemon balm,0
dulce de leche,fennel,0
dulce de leche,thai basil,0
dulce de leche,garam masala,0
dulce de leche,bread,0
dulce de leche,cheese,0
dulce de leche,papaya,0
dulce de leche,rhubarb,0
dulce de leche,ciabatta,0
dulce de leche,capers,0
dulce de leche,honey,0
dulce de leche,curd cheese,0
dulce de leche,turkey,0
dulce de leche,lettuce,0
dulce de leche,chard,0
dulce de leche,tofu,0
dulce de leche,jaggery,0
dulce de leche,oatmeal,0
dulce de leche,brussels sprouts,0
dulce de leche,golden syrup,0
dulce de leche,sumac,0
dulce de leche,palm sugar,0
dulce de leche,lemongrass,0
dulce de leche,guacamole,0
dulce de leche,pulled pork,0
dulce de leche,spelt flour,0
dulce de leche,beef stock,0
dulce de leche,spices,0
dulce de leche,worcestershire sauce,0
dulce de leche,cola,0
dulce de leche,clams,0
dulce de leche,mixed nuts,0
dulce de leche,raspberry jam,0
dulce de leche,rock salt,0
dulce de leche,radicchio,0
dulce de leche,ham,0
dulce de leche,bacon,0
dulce de leche,brisket,0
dulce de leche,fish,0
dulce de leche,fish sauce,0
dulce de leche,tamarind,0
dulce de leche,rosewater,0
dulce de leche,seeds,0
dulce de leche,grapeseed oil,0
dulce de leche,coconut oil,0
dulce de leche,mirin,0
dulce de leche,cake,0
dulce de leche,chestnut mushrooms,0
dulce de leche,beans,0
dulce de leche,rosemary,0
dulce de leche,cream of tartar,0
dulce de leche,rice noodles,0
dulce de leche,pork,0
dulce de leche,brown rice,0
dulce de leche,mascarpone,0
dulce de leche,rice flour,0
dulce de leche,cauliflower,0
dulce de leche,beef,0
dulce de leche,white wine,0
dulce de leche,meat,0
dulce de leche,pollock,0
dulce de leche,savoy cabbage,0
dulce de leche,grapefruit,0
dulce de leche,olive oil,0
dulce de leche,cannellini beans,0
dulce de leche,soy sauce,0
dulce de leche,kidney beans,0
dulce de leche,mustard powder,0
dulce de leche,soup,0
dulce de leche,broth,0
dulce de leche,tarragon,0
dulce de leche,mung beans,0
dulce de leche,tilapia,0
dulce de leche,asparagus,0
dulce de leche,yeast,0
dulce de leche,mango chutney,0
dulce de leche,demerara sugar,0
dulce de leche,dumplings,0
dulce de leche,crackers,0
dulce de leche,ground almonds,0
dulce de leche,foie gras,0
dulce de leche,butternut squash,0
dulce de leche,liver,0
dulce de leche,linguine,0
dulce de leche,horseradish sauce,0
dulce de leche,coriander seeds,0
dulce de leche,monkfish,0
dulce de leche,bamboo shoots,0
dulce de leche,peanut butter,0
dulce de leche,white pepper,0
dulce de leche,gin,0
dulce de leche,beansprouts,0
dulce de leche,caraway seeds,0
dulce de leche,pineapple juice,0
dulce de leche,savory,0
dulce de leche,broad beans,0
dulce de leche,venison,0
dulce de leche,smoked salmon,0
dulce de leche,red wine,0
dulce de leche,pastry,0
dulce de leche,verjus,0
dulce de leche,coffee granules,0
dulce de leche,roast turkey,0
dulce de leche,prosciutto,0
dulce de leche,lemon curd,0
dulce de leche,chives,0
dulce de leche,curly kale,0
dulce de leche,white bread,0
dulce de leche,corn syrup,0
dulce de leche,cuttlefish,0
dulce de leche,chervil,0
dulce de leche,seasoning,0
dulce de leche,salami,0
dulce de leche,lentils,0
dulce de leche,safflower oil,0
dulce de leche,ice cream,0
dulce de leche,mustard seeds,0
dulce de leche,raisins,0
dulce de leche,chocolate cake,0
dulce de leche,margarine,0
dulce de leche,gorgonzola,0
dulce de leche,oil,0
dulce de leche,jelly,0
dulce de leche,apricot jam,0
dulce de leche,whipping cream,0
dulce de leche,coleslaw,0
dulce de leche,salad leaves,0
dulce de leche,mango,0
dulce de leche,pepper,0
dulce de leche,watercress,0
dulce de leche,beer,0
dulce de leche,thyme,0
dulce de leche,vegetable shortening,0
dulce de leche,pork shoulder,0
dulce de leche,turmeric,0
dulce de leche,green lentil,0
dulce de leche,cress,0
dulce de leche,star anise,0
dulce de leche,arborio rice,0
dulce de leche,corn oil,0
dulce de leche,grapes,0
dulce de leche,pumpkin,0
dulce de leche,coulis,0
dulce de leche,baguette,0
dulce de leche,brandy,0
dulce de leche,strawberry jam,0
dulce de leche,semolina,0
dulce de leche,tequila,0
dulce de leche,poppy seeds,0
dulce de leche,double cream,0
dulce de leche,dark chocolate,0
dulce de leche,tangerine,0
dulce de leche,camembert,0
dulce de leche,chopped tomatoes,0
dulce de leche,vanilla essence,0
dulce de leche,sea salt,0
dulce de leche,ground ginger,0
dulce de leche,red wine vinegar,0
dulce de leche,bonito,0
dulce de leche,lobster,0
dulce de leche,flatbread,0
dulce de leche,compote,0
dulce de leche,milk chocolate,0
dulce de leche,pak choi,0
dulce de leche,lardons,0
dulce de leche,caviar,0
dulce de leche,condensed milk,0
dulce de leche,marjoram,0
dulce de leche,pork sausages,0
dulce de leche,caster sugar,0
dulce de leche,curry leaves,0
dulce de leche,hollandaise sauce,0
dulce de leche,turkey breast,0
bay leaf,bay leaf,122
bay leaf,salt,26
bay leaf,garlic,22
bay leaf,butter,17
bay leaf,olive oil,16
bay leaf,flour,12
bay leaf,milk,10
bay leaf,worcestershire sauce,10
bay leaf,baguette,10
bay leaf,chicken stock,9
bay leaf,thyme,9
bay leaf,celery,8
bay leaf,white wine,8
bay leaf,mussels,7
bay leaf,red wine,7
bay leaf,pepper,7
bay leaf,black pepper,6
bay leaf,vegetable oil,6
bay leaf,cream,5
bay leaf,parsley,5
bay leaf,paprika,4
bay leaf,lemon,4
bay leaf,spaghetti,4
bay leaf,brown sugar,4
bay leaf,chives,4
bay leaf,lobster,4
bay leaf,nutmeg,3
bay leaf,cognac,3
bay leaf,dry sherry,3
bay leaf,sugar,3
bay leaf,beef stock,3
bay leaf,clams,3
bay leaf,sea salt,3
bay leaf,dijon mustard,2
bay leaf,sherry,2
bay leaf,chicken,2
bay leaf,ginger,2
bay leaf,lime,2
bay leaf,sherry vinegar,2
bay leaf,balsamic vinegar,2
bay leaf,cayenne pepper,2
bay leaf,french bread,2
bay leaf,saffron,2
bay leaf,fennel,2
bay leaf,ham,2
bay leaf,bacon,2
bay leaf,soy sauce,2
bay leaf,broth,2
bay leaf,margarine,2
bay leaf,star anise,2
bay leaf,arborio rice,2
bay leaf,brandy,2
bay leaf,coriander,1
bay leaf,squid,1
bay leaf,avocado,1
bay leaf,vegetable stock,1
bay leaf,pinto beans,1
bay leaf,cottage cheese,1
bay leaf,cinnamon,1
bay leaf,hoisin sauce,1
bay leaf,rice wine,1
bay leaf,dill,1
bay leaf,split peas,1
bay leaf,swiss chard,1
bay leaf,sourdough bread,1
bay leaf,quinoa,1
bay leaf,vinegar,1
bay leaf,lemon juice,1
bay leaf,tomato juice,1
bay leaf,molasses,1
bay leaf,orange juice,1
bay leaf,cumin,1
bay leaf,allspice,1
bay leaf,spinach,1
bay leaf,salsa,1
bay leaf,coconut milk,1
bay leaf,ketchup,1
bay leaf,bread,1
bay leaf,cheese,1
bay leaf,turkey,1
bay leaf,fish sauce,1
bay leaf,beef,1
bay leaf,meat,1
bay leaf,crackers,1
bay leaf,coriander seeds,1
bay leaf,monkfish,1
bay leaf,white pepper,1
bay leaf,white bread,1
bay leaf,oil,1
bay leaf,whipping cream,1
bay leaf,chopped tomatoes,1
bay leaf,cherry tomatoes,0
bay leaf,pancetta,0
bay leaf,white chocolate,0
bay leaf,champagne,0
bay leaf,lager,0
bay leaf,duck fat,0
bay leaf,spring roll wrappers,0
bay leaf,horseradish,0
bay leaf,fresh coriander,0
bay leaf,gnocchi,0
bay leaf,curry,0
bay leaf,maple syrup,0
bay leaf,oats,0
bay leaf,gouda,0
bay leaf,roast beef,0
bay leaf,capsicum,0
bay leaf,seafood,0
bay leaf,biscuits,0
bay leaf,risotto rice,0
bay leaf,cream cheese,0
bay leaf,juniper berries,0
bay leaf,salmon,0
bay leaf,custard,0
bay leaf,haddock,0
bay leaf,fruit,0
bay leaf,apple juice,0
bay leaf,duck,0
bay leaf,green cabbage,0
bay leaf,long-grain rice,0
bay leaf,oyster mushrooms,0
bay leaf,zest,0
bay leaf,mayonnaise,0
bay leaf,gingerbread,0
bay leaf,seaweed,0
bay leaf,fontina cheese,0
bay leaf,oyster sauce,0
bay leaf,corned beef,0
bay leaf,pastrami,0
bay leaf,black sesame seeds,0
bay leaf,lamb,0
bay leaf,miso,0
bay leaf,white wine vinegar,0
bay leaf,syrup,0
bay leaf,sesame oil,0
bay leaf,orange,0
bay leaf,buckwheat,0
bay leaf,rice,0
bay leaf,chips,0
bay leaf,crab,0
bay leaf,watermelon,0
bay leaf,mixed berries,0
bay leaf,chocolate,0
bay leaf,halibut,0
bay leaf,puff pastry,0
bay leaf,vanilla extract,0
bay leaf,almond extract,0
bay leaf,risotto,0
bay leaf,brioche,0
bay leaf,truffle oil,0
bay leaf,curry powder,0
bay leaf,fillet of beef,0
bay leaf,fleur de sel,0
bay leaf,rum,0
bay leaf,mixed spice,0
bay leaf,serrano ham,0
bay leaf,hummus,0
bay leaf,millet flour,0
bay leaf,sea bream,0
bay leaf,pomegranate,0
bay leaf,stock,0
bay leaf,buns,0
bay leaf,chutney,0
bay leaf,chinese cabbage,0
bay leaf,spring greens,0
bay leaf,shellfish,0
bay leaf,coconut cream,0
bay leaf,sesame seeds,0
bay leaf,stuffing,0
bay leaf,pigeon peas,0
bay leaf,cider,0
bay leaf,nasturtium,0
bay leaf,yoghurt,0
bay leaf,dulce de leche,0
bay leaf,plain flour,0
bay leaf,food colouring,0
bay leaf,fusilli,0
bay leaf,squash,0
bay leaf,vegetables,0
bay leaf,buttermilk,0
bay leaf,pea shoots,0
bay leaf,pesto,0
bay leaf,asafoetida,0
bay leaf,ricotta,0
bay leaf,noodles,0
